作者,歌名,BPM,拍号,热度
Jay Chou,藉口,130.93,4/4拍,53
Julia Wu,你是不是有點動心 - Original,131.93,6/8拍,53
"R-chord, Z-Chen",在沒有你以後 (feat. 張智成),131.99,4/4拍,53
Jeff Chang,愛如潮水,134.03,4/4拍,53
EggPlantEgg,敢傻敢衝 - 2020黑松沙士年度主題曲,134.04,4/4拍,53
Jacky Cheung,相愛很難 - 電影"男人四十"歌曲,134.51,4/4拍,53
JJ Lin,黑夜問白天,134.55,4/4拍,53
G.E.M.,多遠都要在一起,135.73,4/4拍,53
Edan 呂爵安,一表人才,135.9,4/4拍,53
Wilfred Lau,思覺失調,135.99,4/4拍,53
Karen Mok,忽然之間,138.07,4/4拍,53
Tia Ray,說散就散 - "前任3: 再見前任" 電影主題曲,138.27,4/4拍,53
JJ Lin,倖存者,138.29,4/4拍,53
Jess Lee,煎熬,139.2,4/4拍,53
Kayee Tam,Can You Hear - 劇集 "白色強人" 插曲,139.25,4/4拍,53
Teresa Teng,我只在乎你,140.13,4/4拍,53
Tanya Chua,BEAUTIFUL LOVE,143.89,4/4拍,53
"Zhang Zhen Yue, 頑童Mj116",慢飛,145.92,4/4拍,53
Beyond,光輝歲月,148.16,4/4拍,53
Tanya Chua,我要給世界最悠長的濕吻,149.99,4/4拍,53
Kaho Hung,還原淚,150.26,4/4拍,53
Jay Chou,蘭亭序,152.05,4/4拍,53
Mayday,倔強,155.94,4/4拍,53
No Party For Cao Dong,山海,160.04,4/4拍,53
陳粒,小半,164.95,6/8拍,53
Jay Chou,回到過去,170.15,4/4拍,53
王靖雯不胖,"爱,存在",177.72,4/4拍,53
Jay Chou,星晴,177.79,4/4拍,53
Ren Ran,走不出的回忆,180.04,4/4拍,53
許嵩,有何不可,202.02,4/4拍,53
Ryan.B,放個大招給你看 (OPPO Reno 宣傳曲),206.07,4/4拍,53
Jay Chou,花 海,74.98,4/4拍,52
Eason Chan,K歌之王,76.28,4/4拍,52
A-Mei Chang,身後,77.88,6/8拍,52
Kit Chan,心動,78.19,6/8拍,52
白小白,我愛你不問歸期,80.04,4/4拍,52
Tyson Yoshi,Christy,80.05,4/4拍,52
Della,我愛他,81.96,4/4拍,52
Mixer,嗜愛動物,81.98,4/4拍,52
Pu Shu,平凡之路,83.99,4/4拍,52
高爾宣 OSN,Be Alright,86.01,4/4拍,52
Eason Chan,塵大師,86.99,4/4拍,52
Eric Chou,愛情教會我們的事,89.91,4/4拍,52
"政学Zx, Lil Milk",Moonlight,89.97,4/4拍,52
Joker Xue,演員,91.61,4/4拍,52
Chih Siou,根本不是我對手,94.01,4/4拍,52
告五人,同樣一個你,94.97,4/4拍,52
JJ Lin,美人魚,95.02,4/4拍,52
Leehom Wang,你不在,96.02,4/4拍,52
Hins Cheung,斷點,100,4/4拍,52
Ronghao Li,爸爸媽媽,101.92,4/4拍,52
"Ricky Hsiao, EggPlantEgg","寫一條歌,寫你我爾爾",108.04,6/8拍,52
季彦霖,一百万个可能,111.96,4/4拍,52
王靖雯不胖,忘了没有,112.04,4/4拍,52
Jam Hsiao,薩哈星球,114.97,4/4拍,52
Jay Chou,Mojito,115,4/4拍,52
Eric Chou,That's Why I Like You,115.01,4/4拍,52
deca joins,海浪,115.01,4/4拍,52
Leehom Wang,心跳,115.5,4/4拍,52
Katncandix2,親愛的朋友,115.51,4/4拍,52
Stefanie Sun,雨天,115.75,4/4拍,52
CoCo Lee,Before I Fall in Love,116.43,4/4拍,52
Jay Chou,千里之外,117.97,4/4拍,52
Yoga Lin,兜圈 (偶像劇「必娶女人」片尾曲),118.03,4/4拍,52
"Fish Leong, Eve Ai",飄洋過海來看你,119.82,4/4拍,52
卓文萱,梁山伯與茱麗葉,120.02,4/4拍,52
小咪,我走后 - 发行版,120.02,4/4拍,52
C AllStar,天梯,121.83,4/4拍,52
Jay Chou,園遊會,122.03,4/4拍,52
零一九零贰,忘川彼岸 - DJ名龙版,122.04,4/4拍,52
Kaho Hung,污糟兒,124,4/4拍,52
Grady Guan,想你的夜 (未眠版) - Sleepless Version,124.02,4/4拍,52
Jer 柳應廷,狂人日記,124.99,4/4拍,52
JC 陳詠桐,我該放手,125.19,4/4拍,52
Jolin Tsai,我知道你很難過,125.81,4/4拍,52
Princess Ai,對的人,127.97,4/4拍,52
"黃冠筑, Randy C",Ten Years of Hits - Mandarin Version,128.06,4/4拍,52
Hins Cheung,只是太愛你,129.52,4/4拍,52
Leslie Cheung,今生今世 - 電影"金枝玉葉"歌曲,129.57,4/4拍,52
Mayday,洋蔥,129.78,4/4拍,52
Crowd Lu,愛情怎麼了嗎,129.91,4/4拍,52
Jony J,不用去猜,129.92,4/4拍,52
Aska Yang,洋蔥,129.97,4/4拍,52
Hebe Tien,魔鬼中的天使,130.03,4/4拍,52
Jam Hsiao,不完美的我 (電影《跟你老婆去旅行》主題曲),130.06,4/4拍,52
JJ Lin,交換餘生,130.22,4/4拍,52
my little airport,那陣時不知道,132.04,4/4拍,52
Jer 柳應廷,坐看雲起時,132.26,4/4拍,52
Leslie Cheung,風繼續吹,133.79,4/4拍,52
Jay Chou,我落淚˙情緒零碎,133.94,4/4拍,52
Gary Chaw,背叛,133.97,4/4拍,52
Joker Xue,天外來物,135.61,4/4拍,52
Janice Vidal,大哥,135.77,4/4拍,52
JJ Lin,關鍵詞,135.88,4/4拍,52
Ada Zhuang,好可惜,135.89,4/4拍,52
F4,流星雨,136.05,4/4拍,52
Pets Tseng,一個人想著一個人,136.1,4/4拍,52
Wanting,You Exist In My Song,137.09,4/4拍,52
Terence Lam,記得,137.94,4/4拍,52
Joey Yung,煙花紀,138.36,4/4拍,52
Yoga Lin,Unrequited,138.71,4/4拍,52
Dave Wong,一場遊戲一場夢,139.86,4/4拍,52
Jer 柳應廷,水刑物語,139.89,4/4拍,52
Stephanie Cheng,多喝水,139.94,4/4拍,52
Dear Jane,銀河修理員,140.01,4/4拍,52
Members Of Mayday,Sonic Empire - Short Mix,141.05,4/4拍,52
Janice Yan,也可以,141.88,4/4拍,52
"Serrini, Jason Chan",網絡安全隱患,143.05,4/4拍,52
Sunset Rollercoaster,I Know You Know I Love You,143.94,4/4拍,52
G.E.M.,句號,143.94,4/4拍,52
Kaho Hung,及時行樂,143.99,4/4拍,52
Jolin Tsai,腦公,144.04,4/4拍,52
Nicholas Teo,寂寞边界,145.93,4/4拍,52
Leehom Wang,依然愛你,147.99,4/4拍,52
LaLa Hsu,到此為止,149.81,4/4拍,52
李夢尹,雨下的瞬間,149.84,4/4拍,52
Keung To,孤獨病,150,4/4拍,52
Eric Chou,Room for You,150.01,4/4拍,52
告五人,運氣來得若有似無,151.53,4/4拍,52
Rainie Yang,像是一顆星星,151.91,4/4拍,52
Terence Lam,拼命無恙 in Bb major,152,4/4拍,52
Hebe Tien,諷刺的情書,155.88,4/4拍,52
Edan 呂爵安,小諧星,164.46,4/4拍,52
Eric Chou,至少我還記得 - 天堂的微笑插曲,168.22,4/4拍,52
Angela Chang,歐若拉,170,4/4拍,52
高爾宣 OSN,Till My Ride Comes (電影《複身犯》主題曲),170.02,4/4拍,52
"Mayday, Hebe Tien",愛情的模樣 Life Live,171.89,4/4拍,52
G.E.M.,摩天動物園,172.11,4/4拍,52
"Namewee, G.E.M.",漂向北方,174.14,4/4拍,52
陆虎,雪落下的声音 - 片尾曲,174.9,4/4拍,52
"Landy Wen, Jay Chou",屋頂,175.48,4/4拍,52
No Party For Cao Dong,大風吹,175.94,4/4拍,52
颜人中,好喜歡你,176.03,4/4拍,52
David Tao,普通朋友,177.82,4/4拍,52
Mayday,私奔到月球,184.27,4/4拍,52
Stefanie Sun,半句再見,72.81,4/4拍,51
Sammi Cheng,終身美麗 (電影“瘦身男女”主題曲),72.88,4/4拍,51
Tanya Chua,空白格,73.82,4/4拍,51
Zhang Bichen,年輪(電視劇《花千骨》插曲),73.84,4/4拍,51
吳青峰,年輪說,74.16,4/4拍,51
"Tsai Chin, 余天, Julie Sue, 潘越雲, Jenny Tseng, 李建復, 林慧萍, Wang Zhi Lei, Tracy Huang, Hong Ronghong, Sarah Chen, 金智娟, 王夢麟, 李佩菁, Fei Yu-ching, Chyi Yu, 鄭怡, Jody Chiang, Diana Yang",明天會更好,74.62,4/4拍,51
Kaho Hung,My Secret Park,74.99,4/4拍,51
Xiao Yu,所謂的愛,75.92,4/4拍,51
Tanya Chua,達爾文,78.01,4/4拍,51
Leehom Wang,緣分一道橋,79.02,4/4拍,51
Yida Huang,那女孩對我說,79.97,4/4拍,51
"Rossa, Pasha",Terlanjur Cinta,82,4/4拍,51
Rainie Yang,曖昧,84.01,4/4拍,51
影子計劃 Shadow Project,戀曲2020,85.02,4/4拍,51
Nicholas Teo,当你孤单你会想起谁,91.01,4/4拍,51
Yoga Lin,少女,91.1,4/4拍,51
Jacky Cheung,分手總要在雨天,92.07,4/4拍,51
Jay Chou,手寫的從前,94,4/4拍,51
Khalil Fong,Wonderful tonight,94.52,4/4拍,51
Hebe Tien,皆可,94.76,4/4拍,51
E.SO,I Wish I Was There,95.98,4/4拍,51
"Ryan.B, AY杨佬叁",Never Again,96,4/4拍,51
Silence Wang,万有引力,97.5,4/4拍,51
"KnowKnow, Higher Brothers",Mr. Bentley,98,4/4拍,51
EggPlantEgg,這款自作多情,98,4/4拍,51
Hins Cheung,追風箏的孩子,99.78,4/4拍,51
Angela Chang,遺失的美好,99.82,4/4拍,51
"Janice Vidal, 李治廷",Way Back Into Love,99.85,4/4拍,51
頑童Mj116,SPOTLIGHT,100.04,4/4拍,51
Fire EX.,長途夜車,102.97,6/8拍,51
"Julia Wu, 婁峻碩",七十億分之一加一,103.02,4/4拍,51
"Waa Wei, 許光漢",什麽跟什麽有什麽關係,103.97,4/4拍,51
Fish Leong,暖暖,104.04,4/4拍,51
Eason Chan,富士山下,104.22,4/4拍,51
Ronald Cheng,My Only One,105.82,4/4拍,51
Wanting,Drenched,106.08,4/4拍,51
"萧全, 孙语赛",不仅仅是喜欢,110.03,4/4拍,51
Waa Wei,陪著你,113.96,6/8拍,51
刘大壮,我很好 - 吉他版,115.28,4/4拍,51
"In K, 王忻辰",迷失幻境,115.99,4/4拍,51
Wakin Chau,讓我歡喜讓我憂,116.07,4/4拍,51
Joker Xue,像風一樣,117.7,4/4拍,51
Jay Chou,黑色毛衣,118.02,4/4拍,51
Rainie Yang,匿名的好友,119.84,4/4拍,51
Priscilla Abby,夏天的风,120.03,4/4拍,51
Miriam Yeung,野孩子,120.06,4/4拍,51
JJ Lin,學不會,123.72,4/4拍,51
"ONE PROMISE, Jer 柳應廷",明年見 - Duet Version,123.73,4/4拍,51
Jacky Cheung,她來聽我的演唱會,124.07,4/4拍,51
JUDE,醒,124.12,4/4拍,51
Ronghao Li,耳朵,124.13,4/4拍,51
Jeff Chang,過火,125.84,4/4拍,51
Keung To,一號種籽,125.96,4/4拍,51
Mao Buyi,平凡的一天,126.06,4/4拍,51
Terence Siufay,時光機,126.9,4/4拍,51
Jam Hsiao,王妃,126.98,4/4拍,51
Stefanie Sun,我不難過,127.98,4/4拍,51
Faye Wong,匆匆那年,127.98,6/8拍,51
Yisa Yu,路過人間,129.93,4/4拍,51
EggPlantEgg,日常,129.93,4/4拍,51
Ronghao Li,模特,129.99,4/4拍,51
Karen Mok,慢慢喜欢你,130.06,4/4拍,51
Hebe Tien,愛了很久的朋友(電影「後來的我們」插曲),130.64,4/4拍,51
Jacky Cheung,一千個傷心的理由,134.06,4/4拍,51
Priscilla Chan,千千闋歌,135.1,4/4拍,51
"Kumachan, Julia Wu",買榜,135.12,4/4拍,51
Jay Chou,可愛女人,135.47,4/4拍,51
Shiga Lin,到此為止,135.82,4/4拍,51
ØZI,If Only...,135.83,4/4拍,51
A-Lin,幸福了 然後呢,135.85,4/4拍,51
Silence Wang,小星星,135.97,4/4拍,51
Wu Bai,挪威的森林,136.59,4/4拍,51
Jay Chou,菊花台,137.75,4/4拍,51
Faye Wong,執迷不悔,139.86,4/4拍,51
Da Zhuang,我們不一樣,139.96,4/4拍,51
JW,我不想別離 - 劇集 “陀槍師姐2021” 主題曲,140,4/4拍,51
"Juno Mak, Kay Tse",羅生門,140.12,4/4拍,51
Yoga Lin,別讓我走遠 (電視劇《我們與惡的距離》主題曲),141.88,4/4拍,51
Terence Lam,某種老朋友,143.86,4/4拍,51
溫蒂漫步,我想和你一起,143.98,4/4拍,51
胡66,浪人琵琶,144.14,4/4拍,51
"Jay Chou, Lara Liang",珊瑚海,145.82,4/4拍,51
守夜人,我睡不著,145.91,4/4拍,51
刘增瞳,多想留在你身边,146,4/4拍,51
理想混蛋,行星,147.7,6/8拍,51
Jolin Tsai,甜秘密,150.13,4/4拍,51
C AllStar,留下來的人,157.2,4/4拍,51
Panther Chan,凡星 (天星銀行airstar音樂劇場主題曲),157.85,4/4拍,51
Nine Chen,千年以後 - 三立/台視神幻旗艦大戲《天巡者》片尾曲,157.95,4/4拍,51
Sammi Cheng,我們都是這樣長大的,159.83,4/4拍,51
Bisiugroup,捲菸,159.93,4/4拍,51
要不要买菜,下山,163.97,4/4拍,51
G.E.M.,倒數,164.06,4/4拍,51
Dear Jane,哪裡只得我共你,164.32,4/4拍,51
Lin Hsin Yi,道聽途說,167.89,4/4拍,51
告五人,紅,169.93,4/4拍,51
Eric Chou,我愛過你,169.93,4/4拍,51
李千那,不曾回來過 - 電視劇"通靈少女"插曲,170.01,4/4拍,51
Jay Chou,浪漫手機,170.02,4/4拍,51
Jay Chou,不愛我就拉倒,172.03,4/4拍,51
"VaVa, 王倩倩, Ty.",我的新衣 (feat. Ty. & 王倩倩),179.9,4/4拍,51
Justin Lo,命硬,185.09,6/8拍,51
黃小琥,沒那麽簡單,201.7,6/8拍,51
"Andy Hui, 許慧欣",戀愛頻率,202.02,4/4拍,51
那英,夢一場,210.53,4/4拍,51
"A-Mei Chang, Jerry Lin",記得,60.46,4/4拍,50
Joanna Wang,I Love You(OT: 愛很簡單) - OT: Ai Hen Jian Dan,62.99,4/4拍,50
Khalil Fong,愛愛愛,66.37,4/4拍,50
阿涵,不想,74.07,4/4拍,50
Ekin Cheng,甘心替代你,74.18,4/4拍,50
Eric Chou,相信愛,75.03,4/4拍,50
Chih Siou,Imma Get A New One,77.49,4/4拍,50
Karen Mok,只是不夠愛 - 《飛虎之雷霆極戰》主題曲,77.98,4/4拍,50
Hu Xia,那些年,79.07,4/4拍,50
Mayday,乾杯,82,4/4拍,50
Mavis Hee,城裡的月光,83.97,4/4拍,50
Kelly Chen,記事本,84.02,4/4拍,50
Zhang Yu Sheng,大海,86.12,4/4拍,50
Winnie Hsin,味道,87.83,4/4拍,50
JJ Lin,豆漿油條,88.05,4/4拍,50
Bii,Love More,92.04,4/4拍,50
Richie Jen,心太軟,92.3,4/4拍,50
"Julia Wu, ?te",溫度,95.02,4/4拍,50
頑童Mj116,辣台妹,95.02,4/4拍,50
Eason Chan,你給我聽好,96.8,4/4拍,50
PA PUN BAND,魚,97.01,4/4拍,50
HowZ,Butter,98,4/4拍,50
井胧,把孤独当做晚餐,99.02,4/4拍,50
Abin Fang,壞人,99.83,4/4拍,50
Eric Chou,一樣美麗 - 粉紅絲帶宣導活動主題曲,101.78,4/4拍,50
Eric Chou,一樣美麗 - 粉紅絲帶宣導活動主題曲,101.92,4/4拍,50
deca joins,散去的時候,101.99,4/4拍,50
Jam Hsiao,猴籠,102.02,4/4拍,50
Eason Chan,富士山下,103.37,4/4拍,50
Fang Wu,"想啊,想著你",108.13,6/8拍,50
JJ Lin,暫時的記號,109.17,4/4拍,50
Ada Zhuang,走著走著就散了,109.96,4/4拍,50
Karen Mok,愛,110.22,4/4拍,50
Candy Lo,好心分手,113.96,4/4拍,50
No Party For Cao Dong,爛泥,114.95,4/4拍,50
C AllStar,集合吧! 地球保衛隊,115.03,4/4拍,50
陳粒,易燃易爆炸,115.13,4/4拍,50
Rose Liu,飄洋過海來看你,115.56,4/4拍,50
"玖壹壹, Ella Chen",來個蹦蹦 (feat. 陳嘉樺),116.01,4/4拍,50
A-Mei Chang,如果你也聽說,116.79,4/4拍,50
Terence Lam,下一位前度 in Ab major,117.85,4/4拍,50
Vincy Chan,所有遺失的東西,117.86,4/4拍,50
LINION,Can't Find,119.99,4/4拍,50
Ada Zhuang,放過自己,120,4/4拍,50
Alien Huang,不屑,120.01,4/4拍,50
Hacken Lee,紅日 - 電視劇「他來自天堂」主題曲,120.1,4/4拍,50
Good Band,我把我的青春給你,120.25,4/4拍,50
JJ Lin,記得,120.65,4/4拍,50
Miriam Yeung,少女的祈禱,121.6,4/4拍,50
Shirley Chen,綠色,121.98,4/4拍,50
Terence Lam,一人之境,121.99,4/4拍,50
老王樂隊,安九,122,4/4拍,50
Jay Chou,擱淺,122.79,4/4拍,50
Claire Kuo,分開不是誰不好,123.84,4/4拍,50
Jolin Tsai,天空,125.87,4/4拍,50
Jay Chou,暗號,125.99,4/4拍,50
Nicky Lee,Will You Remember Me,126.02,4/4拍,50
En,暗示分离,127.81,4/4拍,50
Elva Hsiao,錯的人,127.83,4/4拍,50
Jay Chou,黑色幽默,127.9,4/4拍,50
小乐哥,执迷不悟 - DJ版,128,4/4拍,50
Yoga Lin,說謊,128.05,4/4拍,50
Stefanie Sun,我也很想他,129.78,4/4拍,50
Charmaine Fong,你是你本身的傳奇,129.79,4/4拍,50
Hebe Tien,愛了很久的朋友 - 電影《後來的我們》插曲,129.9,4/4拍,50
芝麻,下雨天,130.07,4/4拍,50
"Alien Huang, Alan Kuo, 竇智孔",扛得住,130.15,4/4拍,50
莫宰羊,未接來電,131,4/4拍,50
Karen Mok,外面的世界,131.64,4/4拍,50
Jordan Chan,我愛的人,131.66,4/4拍,50
WeiBird,雙棲動物,131.73,4/4拍,50
阿YueYue,云与海,131.9,4/4拍,50
Sunset Rollercoaster,Vanilla,132.02,4/4拍,50
Eason Chan,陀飛輪,133.86,4/4拍,50
Mayday,好好 (想把你寫成一首歌),133.9,4/4拍,50
Jay Chou,一路向北,133.93,4/4拍,50
Jinny Ng,越難越愛 - (劇集 "使徒行者" 片尾曲),133.96,4/4拍,50
S.H.E,安靜了,133.96,4/4拍,50
E.SO,Don't Worry About Me,135.08,4/4拍,50
Fish Leong,我好嗎,135.91,4/4拍,50
Dear Jane,人類不宜飛行,135.98,4/4拍,50
Mayday,派對動物,136,4/4拍,50
Wu Bai,被動,136.88,4/4拍,50
Leo Ku,必殺技,136.93,4/4拍,50
"Namewee, 二宮芽生 Meu Ninomiya",Makudonarudo,137.02,4/4拍,50
Sarah Chen,夢醒時分,137.9,4/4拍,50
No Party For Cao Dong,如常,137.97,4/4拍,50
Joey Yung,心之科學,139.9,4/4拍,50
Eason Chan,歲月如歌,139.91,4/4拍,50
Dear Jane,哀的美敦書,140,4/4拍,50
Fiona Sit,哥本哈根的另一個我,141.53,4/4拍,50
"Feng Ze, 黃偉晉",潛台詞,141.95,4/4拍,50
Jay Chou,白色風車,141.99,4/4拍,50
Tiger Hu,男人KTV,143.51,4/4拍,50
Karen Mok,这世界那么多人(电影《我要我们在一起》主题曲),143.95,4/4拍,50
Sita Chan,蜚蜚,145.65,4/4拍,50
Magic Power,我還是愛著你,145.91,4/4拍,50
Beyond,喜歡妳,153.07,4/4拍,50
Alfred Hui,面具,159.87,4/4拍,50
NICKTHEREAL,帥到分手,159.97,4/4拍,50
Valen Hsu,男人女人,160.15,4/4拍,50
Mayday,星空,167.85,4/4拍,50
"Ak Benjamin, Marz23",Nancy,170.03,4/4拍,50
WeiBird,如果再見 - 電影《極樂宿舍》主題曲 / 韓劇《龍八夷》片尾曲 / 韓劇《我女婿的女人》片尾曲 / 韓劇《請回答1988》片尾曲,171.9,4/4拍,50
Faye Wong,Eyes On Me,179.64,4/4拍,50
R-chord,謝謝妳愛我,180.02,4/4拍,50
E-Jun Lee,雨蝶,191.33,6/8拍,50
Fish Leong,崇拜,72.75,4/4拍,49
"Sunset Rollercoaster, OHHYUK",Candlelight (feat. OHHYUK),72.99,4/4拍,49
Jay Chou,愛情廢柴,73.95,4/4拍,49
太一,负重一万斤长大,75.01,4/4拍,49
Tanya Chua,拋物線,76.05,4/4拍,49
Jay Chou,煙花易冷,76.98,4/4拍,49
"R-chord, Eetu Kalavainen",備胎 (feat. Eetu Kalavainen),78,4/4拍,49
"Karen Mok, 張洪量",廣島之戀,78.05,4/4拍,49
Eason Chan,K歌之王,78.63,4/4拍,49
Marz23,我不是饒舌歌手,79.89,4/4拍,49
Eric Chou,This is love,79.97,4/4拍,49
Leehom Wang,需要人陪,81,4/4拍,49
"Patrick Brasca, 8lak, Hosea","Don't Wanna Lie (feat. 8lak, Hosea)",82.5,4/4拍,49
Jacky Cheung,心如刀割,83.08,4/4拍,49
COLLAR,The Bright Side,84,4/4拍,49
"Leo王, 9m88",陪妳過假日,86.06,4/4拍,49
E.SO,伯父,89.97,4/4拍,49
Xian Zi,沿海地帶,91.82,4/4拍,49
"Mao Buyi, 周深",梅香如故,92.92,4/4拍,49
Nicky Lee,夏天,94.02,4/4拍,49
南征北戰,最美的期待,96.01,4/4拍,49
Mayday Parade,Piece Of Your Heart,97.01,4/4拍,49
JJ Lin,最好是,99,4/4拍,49
"Juice Boy, 8lak",Paradise,100.02,4/4拍,49
Jolin Tsai,Play我呸,100.03,4/4拍,49
"Namewee, 黃秋生",中國痛 (feat. 黃秋生),100.04,4/4拍,49
Mayday,如果我們不曾相遇,103.98,4/4拍,49
Trash,希望你回來,104.91,6/8拍,49
Wu Bai,夏夜晚風,105.78,4/4拍,49
Sam Hui,浪子心聲 - 電影"半斤八両"歌曲,106.4,4/4拍,49
Wu Bai,浪人情歌,215,6/8拍,49
JY,好きな人がいること,107.98,4/4拍,49
陳粒,奇妙能力歌,109.8,4/4拍,49
小5,說一句我不走了,110,4/4拍,49
Sandy Lam,分分鐘需要你,110.02,4/4拍,49
Eason Chan,致明日的舞,112,6/8拍,49
Kay Tse,鍾無艷,112.21,4/4拍,49
Stephanie Cheng,紅綠燈,113.85,4/4拍,49
Ricky Hsiao,末班車,113.86,4/4拍,49
Andy Lau,練習 - 0,113.92,4/4拍,49
校长,带你去旅行,114.02,4/4拍,49
Gigi Leung,膽小鬼,115.02,4/4拍,49
Joanna Wang,我只在乎你,115.07,4/4拍,49
Moon Chew,多想在平庸的生活擁抱你,115.99,4/4拍,49
Landy Wen,傻瓜,119.85,4/4拍,49
Kit Chan,喜欢你,119.94,6/8拍,49
"Tyson Yoshi, MADBOII","I Don't Give A, Pt. 2",119.96,4/4拍,49
"Eric Chou, 許瑋甯",黏黏,120.01,6/8拍,49
Khalil Fong,紅豆,121.97,4/4拍,49
JJ Lin,一千年以後,121.98,4/4拍,49
Edan 呂爵安,攀上天梯的螞蟻 (電影 《過時.過節》主題曲),123.99,4/4拍,49
JJ Lin,偉大的渺小,124.67,4/4拍,49
Leehom Wang,唯一,125.65,4/4拍,49
Faye Wong,給自己的情書 - "笑忘書"廣東版,125.84,6/8拍,49
Angela Hui,別為我好,125.99,4/4拍,49
Leo Ku,戀無可戀,126,4/4拍,49
Rachel Liang,分手後不要做朋友,127.82,4/4拍,49
JUDE,零分,128.86,4/4拍,49
CHING G SQUAD,Coconut Tree,128.96,4/4拍,49
Yoga Lin,想自由,129.78,4/4拍,49
Juno Mak,耿耿於懷,131.68,4/4拍,49
TANK 呂建忠,如果我變成回憶,131.92,4/4拍,49
Ronghao Li,喜劇之王,131.97,4/4拍,49
Stefanie Sun,"在,也不見 - 電影「再見,在也不見」主題曲",131.98,4/4拍,49
玖壹壹,LOCAL,131.99,4/4拍,49
Xiao Yu,終於說出口,135.67,4/4拍,49
EggPlantEgg,Happy!!! 運將情歌,135.96,4/4拍,49
G.E.M.,依然睡公主,135.98,4/4拍,49
Daniel Chan,劃火柴,136.02,4/4拍,49
Andy Lau,一起走過的日子 - 電影"至尊無上II之永霸天下" 歌曲,136.2,4/4拍,49
Wakin Chau,朋友,137.88,4/4拍,49
Cheer Chen,旅行的意義,137.97,4/4拍,49
Yoga Lin,浪費,138.71,4/4拍,49
LaLa Hsu,浪費,139.21,4/4拍,49
Mayday Parade,"You Be The Anchor That Keeps My Feet On The Ground, I'll Be The Wings That Keep Your Heart In The Clouds",139.24,6/8拍,49
季彦霖,多想爱你,139.8,4/4拍,49
Trash,重感情的廢物,139.98,4/4拍,49
鞠婧禕,嘆雲兮(電視劇《芸汐傳》片尾曲),140,4/4拍,49
Hins Cheung,百年樹木,140.21,4/4拍,49
Mayday Parade,I Swear This Time I Mean It,141.06,4/4拍,49
C AllStar,再不再見,143.9,4/4拍,49
JJ Lin,曹操,143.91,4/4拍,49
Jay Chou,安靜,143.92,4/4拍,49
Phil Lam,高山低谷,143.99,4/4拍,49
Beyond,情人,144,4/4拍,49
Ariel Tsai,追光者,144.05,4/4拍,49
Della,手掌心,145.85,4/4拍,49
Jay Chou,東風破,146,4/4拍,49
Anson Kong 江𤒹生,蝸牛,147.8,4/4拍,49
Joey Yung,連續劇,147.87,4/4拍,49
"Jay Chou, Gary Yang",等你下課,147.9,4/4拍,49
陳卓賢 Ian,另一個諾貝爾,147.95,4/4拍,49
"Endy Chow, JW",逃生門 (feat. 王灝兒) - 門外版,147.95,4/4拍,49
"TroutFresh, ØZI, Julia Wu, Kumachan, BCW, Barry Chen, 大支",走到飛 - 完整版,148.06,4/4拍,49
"Jia Jia, EggPlantEgg",何妨 - feat.茄子蛋,149.82,6/8拍,49
"Jay Chou, A-Mei Chang",不該,149.88,4/4拍,49
NICKTHEREAL,i GO,150.07,4/4拍,49
Marz23,那種人,152,4/4拍,49
Beyond,真的愛妳,154.08,4/4拍,49
S.H.E,你曾是少年,155.98,4/4拍,49
Jay Chou,超人不會飛,156.01,4/4拍,49
Supper Moment,無盡,156.49,4/4拍,49
Mayday,知足,159.91,4/4拍,49
G.E.M.,Fly Away,161.99,4/4拍,49
Sunset Rollercoaster,我是一隻魚,166.04,4/4拍,49
Rene Liu,成全,167.94,4/4拍,49
Stephanie Cheng,13樓的大笨象,168.05,4/4拍,49
Cosmos People,如果我們還在一起,172.06,4/4拍,49
"馬念先, 9m88",你朝我的方向走來,172.16,4/4拍,49
Jay Chou,紅塵客棧,180.02,4/4拍,49
Eason Chan,浮誇,201.02,6/8拍,49
Bii,轉身之後,66.01,4/4拍,48
Leehom Wang,Forever Love,66.06,4/4拍,48
Karen Mok,因一個人而流出一滴淚,68.65,6/8拍,48
G.E.M.,桃花諾 (電視劇《上古情歌》片尾曲),69.87,5/4拍,48
Terence Lam,拋物線 (音樂永續作品),71.99,4/4拍,48
Christine Fan,最重要的決定,72,6/8拍,48
Yisa Yu,思慕 - 電視劇《三生三世十里桃花》主人公人物曲,72,4/4拍,48
Priscilla Chan,飄雪,72.02,4/4拍,48
Mr.,森林,75.01,4/4拍,48
Phil Lam,時間的囚犯,75.99,4/4拍,48
David Tao,流沙,76,4/4拍,48
"831, 房東的貓",不搖滾 (feat. 房東的貓),77.05,4/4拍,48
Harlem Yu,春泥,79.41,4/4拍,48
Eric Chou,Something about LA,79.99,4/4拍,48
Marz23,我不是饒舌歌手,80.01,4/4拍,48
Faye Wong,約定,80.02,4/4拍,48
麦小兜,9420,82,4/4拍,48
Tiger Hu,Waiting For You,82,4/4拍,48
Linda Wong,別問我是誰,82.36,4/4拍,48
Byejack,聽海浪。在未來相見 - Acoustic Version,82.85,4/4拍,48
永邦,你是我最深愛的人,83.9,4/4拍,48
鄧福如 AFÜ,在我們的星球眼淚不超過三秒,83.98,4/4拍,48
Pakho Chau,我的宣言,84.03,4/4拍,48
Ronald Cheng,我代你哭,84.96,4/4拍,48
Jay Chou,夜的第七章,85,4/4拍,48
"Boon Hui Lu, Feng Ze",Messed Up (feat. 邱鋒澤),85.01,4/4拍,48
